Bank-leitzahl,Bezeichnung,Ort,BIC
70021180,UniCredit Bank - HypoVereinsbank,Freising- Oberbay,HYVEDEMM418
70022200,Fidor Bank,München,FDDODEMMXXX
70025175,UniCredit Bank - HypoVereinsbank,Bad Tölz,HYVEDEMM643
70030014,Fürst Fugger Privatbank,Augsburg- Bay,FUBKDE71MUC
70030111,Bankhaus Max Flessa,München,FLESDEMMXXX
70030300,Bankhaus Reuschel & Co -alt-,München,CHDBDEHHXXX
70030400,Merck Finck & Co,München,MEFIDEMMXXX
70030800,Bethmann Bank,München,DELBDE33XXX
70031000,Bankhaus Ludwig Sperrer,Freising- Oberbay,BHLSDEM1XXX
70032500,St. Galler Kantonalbank Deutschland,München,GAKDDEM1XXX
70033100,Baader Bank,Unterschleißheim,BDWBDEMMXXX
70035000,Oldenburgische Landesbank (vormals Allianz Bank),Oldenburg (Oldb),OLBODEH2700
70040041,Commerzbank,München,COBADEFFXXX
70040045,Commerzbank, Filiale München 2,München,COBADEFFXXX
70040048,Commerzbank GF-M48,München,COBADEFFXXX
70040060,Commerzbank Gf 860,München,COBADEFFXXX
70040061,Commerzbank Gf 861,München,COBADEFFXXX
70040062,Commerzbank CC,München,COBADEFFXXX
70040063,Commerzbank CC,München,COBADEFFXXX
70040070,Commerzbank, CC SP,München,COBADEFFXXX
70045050,Commerzbank Service-BZ,München,COBADEFFXXX
70050000,Bayerische Landesbank,München,BYLADEMMXXX
70051003,Sparkasse Freising,Freising- Oberbay,BYLADEM1FSI
70051540,Sparkasse Dachau,Dachau,BYLADEM1DAH
70051805,Kreissparkasse München Starnberg Ebersberg -alt-,Ebersberg,BYLADEM1EBE
70051995,Kreis- und Stadtsparkasse Erding-Dorfen,Erding,BYLADEM1ERD
70052060,Sparkasse Landsberg-Dießen,Landsberg am Lech,BYLADEM1LLD
70053070,Sparkasse Fürstenfeldbruck,Fürstenfeldbruck,BYLADEM1FFB
70054306,Sparkasse Bad Tölz-Wolfratshausen,Bad Tölz,BYLADEM1WOR
70070010,Deutsche Bank,München,DEUTDEMMXXX
70070024,Deutsche Bank Privat und Geschäftskunden,München,DEUTDEDBMUC
70080000,Commerzbank vormals Dresdner Bank,München,DRESDEFF700
70080056,Commerzbank vormals Dresdner Bank Zw 56,München,DRESDEFF714
70080057,Commerzbank vormals Dresdner Bank Gf ZW 57,München,DRESDEFF724
70080085,Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 3,München,DRESDEFFI55
70080086,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4,München,DRESDEFFJ23
70080087,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5,München,DRESDEFFJ24
70080088,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6,München,DRESDEFFJ25
70089470,Commerzbank vormals Dresdner Bank ITGK,München,DRESDEFFI23
70089472,Commerzbank vormals Dresdner Bank ITGK,München,DRESDEFFI45
70090100,Hausbank München,München,GENODEF1M04
70090124,Hausbank München,München,GENODEF1MU4
70090500,Sparda-Bank München,München,GENODEF1S04
70090606,apoBank,München,DAAEDED1006
70091500,Volksbank Raiffeisenbank Dachau,Dachau,GENODEF1DCA
70091600,VR-Bank Landsberg-Ammersee,Landsberg am Lech,GENODEF1DSS
70091900,VR-Bank Erding,Erding,GENODEF1EDV
70093200,Volksbank Raiffeisenbank Starnberg-Herrsching-Landsberg,Starnberg,GENODEF1STH
70093400,VR-Bank Ismaning Hallbergmoos Neufahrn,Ismaning,GENODEF1ISV
70110088,Postbank (Spar),München,PBNKDEFFXXX
70110500,Münchener Hypothekenbank,München,MHYPDEMMXXX
70110600,UBI BANCA INTERNATIONAL - Ndl München,München,BEPODEMMXXX
70120100,State Street Bank,München,SBOSDEMXXXX
70120400,BNP Paribas Niederlassung Deutschland,München,DABBDEMMXXX
70120500,CACEIS Bank Deutschland,München,FMBKDEMMXXX
70120600,Airbus Group Bank,München,AGBMDEMMXXX
70120700,Oberbank Ndl Deutschland,München,OBKLDEMXXXX
70130700,Bankhaus August Lenz & Co,München,LENZDEM1XXX
70130799,Bankhaus August Lenz & Co Gf GAA,München,LENZDEM1XXX
70130800,Merkur Bank,München,GENODEF1M06
70133300,Santander Consumer Bank,München,SCFBDE33XXX
70150000,Stadtsparkasse München,München,SSKMDEMMXXX
70160000,DZ BANK,München,GENODEFF701
70160300,Raiffeisenbank München -alt-,München,GENODEF1M02
70163370,Volksbank Raiffeisenbank Fürstenfeldbruck,Fürstenfeldbruck,GENODEF1FFB
70166486,VR Bank München Land,Deisenhofen b München,GENODEF1OHC
70169132,Raiffeisenbank Griesstätt-Halfing,Halfing,GENODEF1HFG
70169165,Raiffeisenbank Chiemgau-Nord - Obing,Obing,GENODEF1SBC
70169168,VR-Bank Chiemgau-Süd -alt-,Ruhpolding,GENODEF1RIW
70169186,Raiffeisenbank Pfaffenhofen a d Glonn,Odelzhausen,GENODEF1ODZ
70169190,Raiffeisenbank Tattenh-Großkarolinenf,Großkarolinenfeld,GENODEF1GKT
70169191,Raiffeisenbank Rupertiwinkel,Teisendorf,GENODEF1TEI
70169195,Raiffeisenbank Trostberg-Traunreut,Traunreut,GENODEF1TRU
70169310,Raiffeisenbank Alxing-Bruck,Bruck- Oberbay,GENODEF1ALX
70169331,Raiffeisenbank südöstl. Starnberger See -alt-,Seeshaupt,GENODEF1SSB
70169333,Raiffeisenbank Beuerberg-Eurasburg,Eurasburg b Wolfratshausen,GENODEF1EUR
70169351,Raiffeisenbank Nordkreis Landsberg,Egling a.d.Paar,GENODEF1ELB
70169356,Raiffeisenbank Erding,Erding,GENODEF1EDR
70169382,Raiffeisenbank,Gilching,GENODEF1GIL
70169383,Raiffeisenbank Gmund am Tegernsee,Gmund a. Tegernsee,GENODEF1GMU
70169388,Raiffeisenbank Haag-Gars-Maitenbeth,Haag i.OB,GENODEF1HMA
70169402,Raiffeisenbank Höhenkirchen und Umgebung,Höhenkirchen-Siegertsbrunn,GENODEF1HHK
70169410,Raiffeisenbank Holzkirchen-Otterfing,Holzkirchen- Oberbay,GENODEF1HZO
70169413,Raiffeisenbank Singoldtal,Hurlach- Oberbay,GENODEF1HUA
70169450,Raiffeisen-Volksbank Ebersberg,Grafing b. München,GENODEF1ASG
70169459,Raiffeisenbank,Mittenwald,GENODEF1MTW
70169460,Raiffeisenbank Westkreis Fürstenfeldbruck,Moorenweis,GENODEF1MOO
70169464,Genossenschaftsbank München,München,GENODEF1M07
70169465,Raiffeisenbank München-Nord,Unterschleißheim,GENODEF1M08
70169466,Raiffeisenbank München-Süd,München,GENODEF1M03
70169470,Raiffeisenbank München-Süd Gf GA,München,GENODEF1GAA
70169472,Raiffeisenbank Hallbergmoos-Neufahrn -alt-,Neufahrn b. Freising,GENODEF1NFA
70169474,Raiffbk Neumarkt-St. Veit - Niederbergkirchen -alt-,Neumarkt-Sankt Veit,GENODEF1NSV
70169476,Raiffeisenbank -alt-,Niederbergkirchen,GENODEF1NBK
70169493,Raiffeisenbank Oberschleißheim -alt-,Oberschleißheim,GENODEF1OBS
70169505,Raiffeisenbank Anzing-Forstern -alt-,Forstern- Oberbay,GENODEF1FOA
70169509,Raiffeisenbank Pfaffenwinkel,Peiting,GENODEF1PEI
70169521,Raiffeisenbank Raisting,Raisting- Oberbay,GENODEF1RIG
70169524,Raiffeisenbank RSA,Rechtmehring,GENODEF1RME
70169530,Raiffeisenbank Neumarkt-St. Veit - Reischach,Reischach- Kr Altötting,GENODEF1RWZ
70169538,Raiffeisenbank St. Wolfgang-Schwindkirchen,Sankt Wolfgang,GENODEF1SWO
70169541,Raiffeisenbank Lech-Ammersee -alt-,Vilgertshofen,GENODEF1THG
70169543,Raiffeisenbank Isar-Loisachtal,Wolfratshausen,GENODEF1HHS
70169558,Raiffeisenbank,Steingaden- Oberbay,GENODEF1SGA
70169566,VR-Bank Taufkirchen-Dorfen,Taufkirchen (Vils),GENODEF1TAV
70169568,Raiffeisenbank Taufkirchen-Oberneukirchen,Oberneukirchen,GENODEF1TAE
70169571,Raiffeisenbank Tölzer Land,Bad Tölz,GENODEF1DTZ
70169575,Raiffeisenbank,Türkheim- Wertach,GENODEF1TRH
70169576,Raiffeisen-Volksbank Tüßling-Unterneukirchen,Tüßling,GENODEF1TUS
70169585,Raiffeisenbank Unterschleißheim-Haimhn -alt-,Unterschleißheim,GENODEF1UNS
70169596,Raiffeisenbank Walpertskirchen-Wörth-Hörlkofen -alt-,Walpertskirchen,GENODEF1WWO
70169598,Raiffeisenbank im Oberland,Miesbach,GENODEF1MIB
70169599,Raiffeisenbank Weil u Umgebung -alt-,Weil,GENODEF1WEI
70169602,Raiffeisenbank Weilheim -alt-,Weilheim i. OB,GENODEF1WM1
70169605,Raiffeisen-Volksbank Isen-Sempt,Isen- Oberbay,GENODEF1ISE
70169614,Freisinger Bank Volksbank-Raiffeisenbank,Freising- Oberbay,GENODEF1FSR
70169619,Raiffeisenbank Zorneding,Zorneding,GENODEF1ZOR
70169653,Raiffeisenbank Aiglsbach,Aiglsbach,GENODEF1AIG
70169693,Raiffeisenbank Hallertau,Rudelzhausen,GENODEF1RHT
70190000,Münchner Bank,München,GENODEF1M01
70220000,LfA Förderbank Bayern,München,LFFBDEMMXXX
70220200,BHF-BANK,München,BHFBDEFF700
70220300,BMW Bank,München,BMWBDEMUXXX
70220800,Vereinsbank Victoria Bauspar,München,VVAGDEM1XXX
70220900,Wüstenrot Bausparkasse,München,DRESDEFFBFC
70230600,Isbank Fil München,München,ISBKDEFXMUN
70250150,Kreissparkasse München Starnberg Ebersberg,München,BYLADEM1KMS
70320090,UniCredit Bank - HypoVereinsbank,Garmisch-Partenkirchen,HYVEDEMM654
70321194,UniCredit Bank - HypoVereinsbank,Weilheim i. OB,HYVEDEMM466
70322192,UniCredit Bank - HypoVereinsbank,Murnau a. Staffelsee,HYVEDEMM664
70350000,Kreissparkasse Garmisch-Partenkirchen,Garmisch-Partenkirchen,BYLADEM1GAP
70351030,Vereinigte Sparkassen im Landkreis Weilheim,Weilheim i. OB,BYLADEM1WHM
70362595,Raiffeisenbank Wallgau-Krün,Wallgau,GENODEF1WAK
70380006,Commerzbank vormals Dresdner Bank,Garmisch-Partenkirchen,DRESDEFF703
70390000,VR-Bank Werdenfels,Garmisch-Partenkirchen,GENODEF1GAP
70390010,VR-Bank Werdenfels,Garmisch-Partenkirchen,GENODEF1GAP
70391800,Volksbank-Raiffeisenbank Penzberg -alt-,Penzberg,GENODEF1PZB
71020072,UniCredit Bank - HypoVereinsbank,Bad Reichenhall,HYVEDEMM410
71021270,UniCredit Bank - HypoVereinsbank,Neuötting,HYVEDEMM629
71022182,UniCredit Bank - HypoVereinsbank,Traunstein- Oberbay,HYVEDEMM453
71023173,UniCredit Bank - HypoVereinsbank,Burghausen- Salzach,HYVEDEMM632
71050000,Sparkasse Berchtesgadener Land,Bad Reichenhall,BYLADEM1BGL
71051010,Kreissparkasse Altötting-Burghausen -alt-,Altötting,BYLADEM1AOE
71052050,Kreissparkasse Traunstein-Trostberg,Traunstein- Oberbay,BYLADEM1TST
71061009,VR meine Raiffeisenbank,Altötting,GENODEF1AOE
71062802,Raiffeisenbank,Anger b Bad Reichenhall,GENODEF1AGE
71090000,Volksbank Raiffeisenbank Oberbayern Südost,Bad Reichenhall,GENODEF1BGL
71120077,UniCredit Bank - HypoVereinsbank,Rosenheim- Oberbay,HYVEDEMM448
71120078,UniCredit Bank - HypoVereinsbank,Rottach-Egern,HYVEDEMM644
71121176,UniCredit Bank - HypoVereinsbank,Mühldorf a. Inn,HYVEDEMM438
71122183,UniCredit Bank - HypoVereinsbank,Waldkraiburg,HYVEDEMM457
71140041,Commerzbank Rosenheim,Rosenheim- Oberbay,COBADEFFXXX
71141041,Commerzbank,Mühldorf a. Inn,COBADEFFXXX
71142041,Commerzbank,Waldkraiburg,COBADEFFXXX
71150000,Sparkasse Rosenheim-Bad Aibling,Rosenheim- Oberbay,BYLADEM1ROS
71151020,Sparkasse Altötting-Mühldorf,Mühldorf a. Inn,BYLADEM1MDF
71152570,Kreissparkasse Miesbach-Tegernsee,Miesbach,BYLADEM1MIB
71152680,Kreis- und Stadtsparkasse Wasserburg,Wasserburg a. Inn,BYLADEM1WSB
71160000,Volksbank Raiffeisenbank Rosenheim-Chiemsee,Rosenheim- Oberbay,GENODEF1VRR
71160161,VR Bank Rosenheim-Chiemsee -alt-,Rosenheim- Oberbay,GENODEF1ROR
71161964,Volksbank-Raiffeisenbank Chiemsee -alt-,Prien a. Chiemsee,GENODEF1PRV
71162355,Raiffeisenbank Oberaudorf,Oberaudorf,GENODEF1OBD
71162804,Raiffeisenbank Aschau-Samerberg,Aschau i. Chiemgau,GENODEF1ASU
71165150,Raiffeisenbank Mangfalltal -alt-,Bad Aibling,GENODEF1AIB
71180005,Commerzbank vormals Dresdner Bank,Rosenheim- Oberbay,DRESDEFF711
71190000,Volksbank Rosenheim -alt-,Rosenheim- Oberbay,GENODEF1ROV
71191000,VR-Bank Burghausen-Mühldorf -alt-,Mühldorf a. Inn,GENODEF1MUL
72000000,Bundesbank,Augsburg- Bay,MARKDEF1720
72010111,SEB,Augsburg- Bay,ESSEDE5F720
72012300,Bank für Tirol und Vorarlberg Deutschland,Memmingen,BTVADE61XXX
72020070,UniCredit Bank - HypoVereinsbank,Augsburg- Bay,HYVEDEMM408
72020700,Augsburger Aktienbank,Augsburg- Bay,AUGBDE77XXX
72021271,UniCredit Bank - HypoVereinsbank,Aichach a d Paar,HYVEDEMM236
72021876,UniCredit Bank - HypoVereinsbank,Günzburg,HYVEDEMM259
72030014,Fürst Fugger Privatbank,Augsburg- Bay,FUBKDE71XXX
72030227,Bankhaus Anton Hafner,Augsburg- Bay,ANHODE77XXX
72030260,Bankhaus Anton Hafner (Gf PayCenter),Augsburg,ANHODE77PAY
72040046,Commerzbank,Augsburg- Bay,COBADEFFXXX
72050000,Stadtsparkasse Augsburg,Augsburg- Bay,AUGSDE77XXX
72050101,Kreissparkasse Augsburg,Augsburg- Bay,BYLADEM1AUG
72051210,Sparkasse Aichach-Schrobenhausen,Aichach a d Paar,BYLADEM1AIC
72051840,Sparkasse Günzburg-Krumbach,Günzburg,BYLADEM1GZK
72062152,VR-Bank Handels- und Gewerbebank,Gersthofen,GENODEF1MTG
72069002,Raiffeisenbank Adelzhausen-Sielenbach,Adelzhausen,GENODEF1ADZ
72069005,Raiffeisenbank,Aindling,GENODEF1AIL
72069034,Raiffeisenbank Bissingen,Bissingen- Schwab,GENODEF1BSI
72069036,Raiffeisenbank,Bobingen,GENODEF1BOI
72069043,VR-Bank Donau-Mindel,Dillingen a.d.Donau,GENODEF1GZ2
72069105,Raiffeisenbank,Hiltenfingen,GENODEF1HTF
72069113,Raiffeisenbank Aschberg,Holzheim- Kr Dillingen a d Donau,GENODEF1HZH
72069114,Raiffeisenbank,Holzheim b Neu-Ulm,GENODEF1HZR
72069119,Raiffeisenbank Ichenhausen,Ichenhausen,GENODEF1ICH
72069123,Raiffeisenbank Jettingen-Scheppach,Jettingen-Scheppach,GENODEF1JET
72069126,Raiffeisenbank Bibertal-Kötz,Bibertal- Schwab,GENODEF1BBT
72069132,Raiffeisenbank Krumbach/Schwaben,Krumbach (Schwaben),GENODEF1KRR
72069135,Raiffeisenbank Stauden,Langenneufnach,GENODEF1LST
72069155,Raiffeisenbank Kissing-Mering,Mering- Schwab,GENODEF1MRI
72069179,Raiffeisenbank Unteres Zusamtal,Buttenwiesen,GENODEF1BWI
72069181,Raiffeisenbank,Offingen- Donau,GENODEF1OFF
72069193,Raiffeisenbank,Rehling,GENODEF1RLI
72069209,Raiffeisenbank,Roggenburg- Schwab,GENODEF1RGB
72069220,Raiffeisenbank,Schwabmünchen,GENODEF1SMU
72069235,Raiffeisenbank,Thannhausen- Schwab,GENODEF1THS
72069263,Raiffeisenbank Wittislingen,Wittislingen,GENODEF1WTS
72069274,Raiffeisenbank Augsburger Land West,Zusmarshausen,GENODEF1ZUS
72069308,Raiffeisen-Volksbank Wemding,Wemding,GENODEF1WDN
72069329,Raiffeisen-Volksbank Ries,Nördlingen,GENODEF1NOE
72069736,Raiffeisenbank Iller-Roth-Günz,Bellenberg- Schwab,GENODEF1BLT
72069789,Raiffeisenbank Pfaffenhausen,Pfaffenhausen- Schwab,GENODEF1PFA
72070001,Deutsche Bank,Augsburg- Bay,DEUTDEMM720
72070024,Deutsche Bank Privat und Geschäftskunden,Augsburg- Bay,DEUTDEDB720
72080001,Commerzbank vormals Dresdner Bank,Augsburg- Bay,DRESDEFF720
72090000,Augusta-Bank Raiffeisen-Volksbank,Augsburg- Bay,GENODEF1AUB
72090500,Sparda-Bank Augsburg,Augsburg- Bay,GENODEF1S03
72090900,PSD Bank München,Augsburg- Bay,GENODEF1P14
72091800,Volksbank Günzburg -alt-,Günzburg,GENODEF1GZ1
72120078,UniCredit Bank - HypoVereinsbank,Ingolstadt- Donau,HYVEDEMM426
72122181,UniCredit Bank - HypoVereinsbank,Neuburg a.d.Donau,HYVEDEMM665
72140052,Commerzbank,Ingolstadt- Donau,COBADEFFXXX
72150000,Sparkasse Ingolstadt,Ingolstadt- Donau,BYLADEM1ING
72151340,Sparkasse Eichstätt,Eichstätt- Bay,BYLADEM1EIS
72151650,Sparkasse Pfaffenhofen,Pfaffenhofen a.d.Ilm,BYLADEM1PAF
72151880,Sparkasse Aichach-Schrobenhausen -alt-,Aichach a d Paar,BYLADEM1SSH
72152070,Sparkasse Neuburg-Rain,Neuburg a.d.Donau,BYLADEM1NEB
72160818,Volksbank Raiffeisenbank Bayern Mitte,Ingolstadt- Donau,GENODEF1INP
72169013,Raiffeisenbank Aresing-Hörzhausen-Schiltberg -alt-,Aresing- Oberbay,GENODEF1ARH
72169080,Raiffeisenbank Aresing-Gerolsbach,Gerolsbach,GENODEF1GSB
72169111,Raiffeisenbank Hohenwart -alt-,Hohenwart- Paar,GENODEF1HHW
72169218,Schrobenhausener Bank,Schrobenhausen,GENODEF1SBN
72169246,Raiffeisenbank Schrobenhausener Land,Langenmosen,GENODEF1WFN
72169380,Raiffeisenbank Beilngries,Beilngries,GENODEF1BLN
72169745,Raiffeisenbank Ehekirchen-Oberhausen,Ehekirchen- Oberbay,GENODEF1WDF
72169756,Raiffeisen-Volksbank Neuburg/Donau,Neuburg a.d.Donau,GENODEF1ND2
72169764,Raiffeisenbank Donaumooser Land,Karlshuld,GENODEF1WRI
72169812,Raiffeisenbank Gaimersheim-Buxheim,Gaimersheim,GENODEF1GAH
72169831,Raiffeisenbank Riedenburg-Lobsing,Riedenburg- Altmühltal,GENODEF1RBL
72170007,Deutsche Bank,Ingolstadt- Donau,DEUTDEMM721
72170024,Deutsche Bank Privat und Geschäftskunden,Ingolstadt- Donau,DEUTDEDB721
72180002,Commerzbank vormals Dresdner Bank,Ingolstadt- Donau,DRESDEFF721
72191300,Volksbank Raiffeisenbank Eichstätt,Eichstätt- Bay,GENODEF1EIH
72191600,Hallertauer Volksbank,Pfaffenhofen a.d.Ilm,GENODEF1PFI
72191800,Volksbank Schrobenhausen -alt-,Schrobenhausen,GENODEF1SHV
72220074,UniCredit Bank - HypoVereinsbank,Donauwörth,HYVEDEMM255
72223182,UniCredit Bank - HypoVereinsbank,Nördlingen,HYVEDEMM263
72250000,Sparkasse Nördlingen,Nördlingen,BYLADEM1NLG
72250160,Sparkasse Donauwörth,Donauwörth,BYLADEM1DON
72251520,Kreis- und Stadtsparkasse Dillingen,Dillingen a.d.Donau,BYLADEM1DLG
72261754,Raiffeisenbank Rain am Lech,Rain- Lech,GENODEF1RLH
72262401,Raiffeisen-Volksbank Dillingen -alt-,Dillingen a.d.Donau,GENODEF1DLG
72290100,Raiffeisen-Volksbank Donauwörth,Donauwörth,GENODEF1DON
73050000,Sparkasse Neu-Ulm-Illertissen,Neu-Ulm,BYLADEM1NUL
73061191,VR-Bank Neu-Ulm,Neu-Ulm,GENODEF1NU1
73090000,Volksbank Neu-Ulm -alt-,Neu-Ulm,GENODEF1NUV
73120075,UniCredit Bank - HypoVereinsbank,Memmingen,HYVEDEMM436
73140046,Commerzbank Memmingen,Memmingen,COBADEFFXXX
73150000,Sparkasse Memmingen-Lindau-Mindelheim,Memmingen,BYLADEM1MLM
73160000,Genossenschaftsbank Unterallgäu,Mindelheim,GENODEF1MIR
73180011,Commerzbank vormals Dresdner Bank,Memmingen,DRESDEFF731
73190000,VR-Bank Memmingen,Memmingen,GENODEF1MM1
73191500,Volksbank Ulm-Biberach -alt-,Illertissen,ULMVDE66XXX
73320073,UniCredit Bank - HypoVereinsbank,Kempten (Allgäu),HYVEDEMM428
73321177,UniCredit Bank - HypoVereinsbank,Oberstdorf,HYVEDEMM567
73322380,UniCredit Bank - HypoVereinsbank,Sonthofen- Oberallgäu,HYVEDEMM570
73331700,Gabler Saliter Bankgeschäft,Obergünzburg,GABLDE71XXX
73340046,Commerzbank Kempten Allgäu,Kempten (Allgäu),COBADEFFXXX
73350000,Sparkasse Allgäu,Kempten (Allgäu),BYLADEM1ALG
73351635,Sparkasse Riezlern, Kleinwalsertal,Riezlern- Kleinwalsertal,BYLADEM1ALR
73369264,Raiffeisenbank im Allgäuer Land,Dietmannsried,GENODEF1DTA
73369821,BodenseeBank,Lindau (Bodensee),GENODEF1LBB
73369823,Raiffeisenbank Westallgäu,Gestratz,GENODEF1WWA
73369826,Volksbank,Lindenberg i. Allgäu,GENODEF1LIA
73369851,Raiffeisenbank Aitrang-Ruderatshofen,Aitrang,GENODEF1AIT
73369854,Raiffeisenbank Fuchstal-Denklingen,Fuchstal b Landsberg a Lech,GENODEF1FCH
73369859,Raiffeisenbank,Bidingen- Schwab,GENODEF1BIN
73369871,Raiffeisenbank Baisweil-Eggenthal-Friesenried,Eggenthal- Schwab,GENODEF1EGB
73369878,Raiffeisenbank Füssen-Pfronten-Nesselwang -alt-,Füssen,GENODEF1FPN
73369881,Raiffeisenbank Haldenwang,Haldenwang- Allgäu,GENODEF1HWG
73369902,Raiffeisenbank Kempten -alt-,Kempten (Allgäu),GENODEF1KM1
73369915,Raiffeisenbank Obergermaringen -alt-,Germaringen,GENODEF1GMG
73369918,Raiffeisenbank Kirchweihtal,Pforzen,GENODEF1OKI
73369920,Raiffeisenbank Kempten-Oberallgäu,Sonthofen- Oberallgäu,GENODEF1SFO
73369933,Raiffeisenbank Südliches Ostallgäu,Seeg,GENODEF1RHP
73369936,Raiffeisenbank Seeg -alt-,Seeg,GENODEF1SER
73369954,Raiffeisenbank Wald-Görisried,Wald- Ostallgäu,GENODEF1WGO
73370008,Deutsche Bank,Kempten (Allgäu),DEUTDEMM733
73370024,Deutsche Bank Privat und Geschäftskunden,Kempten (Allgäu),DEUTDEDB733
73380004,Commerzbank vormals Dresdner Bank,Kempten (Allgäu),DRESDEFF733
73390000,Allgäuer Volksbank Kempten-Sonthofen,Kempten (Allgäu),GENODEF1KEV
73392000,Volksbank Immenstadt,Immenstadt i. Allgäu,GENODEF1IMV
73420071,UniCredit Bank - HypoVereinsbank,Kaufbeuren,HYVEDEMM427
73421478,UniCredit Bank - HypoVereinsbank,Schongau,HYVEDEMM666
73440048,Commerzbank,Kaufbeuren,COBADEFFXXX
73450000,Kreis- und Stadtsparkasse Kaufbeuren,Kaufbeuren,BYLADEM1KFB
73451450,Kreissparkasse Schongau,Schongau,BYLADEM1SOG
73460046,VR Bank Kaufbeuren-Ostallgäu,Kaufbeuren,GENODEF1KFB
73480013,Commerzbank vormals Dresdner Bank,Kaufbeuren,DRESDEFF734
74020074,UniCredit Bank - HypoVereinsbank,Passau,HYVEDEMM445
74020100,Raiffeisenlandesbank OÖ Zndl Süddeutschland,München,RZOODE77XXX
74020150,Raiffeisenlandesbank OÖ Zndl Südde - für interne Zwecke,München,RZOODE77050
74040082,Commerzbank Passau,Passau,COBADEFFXXX
74050000,Sparkasse Passau,Passau,BYLADEM1PAS
74051230,Sparkasse Freyung-Grafenau,Freyung- Niederbay,BYLADEM1FRG
74061101,Raiffeisenbank Am Goldenen Steig,Röhrnbach,GENODEF1RGS
74061564,Raiffeisenbank Unteres Inntal,Neuhaus a.Inn,GENODEF1NUI
74061670,Raiffeisenbank Ortenburg-Kirchberg,Ortenburg,GENODEF1ORT
74061813,VR-Bank Rottal-Inn,Pfarrkirchen- Niederbay,GENODEF1PFK
74061814,VR-Bank Rottal-Inn,Pfarrkirchen,GENODEF1PFK
74062490,Raiffeisenbank Vilshofener Land,Vilshofen an der Donau,GENODEF1VIR
74062786,Raiffeisenbank i Lkr Passau-Nord,Tiefenbach- Kr Passau,GENODEF1TIE
74064593,Raiffeisenbank,Wegscheid- Niederbay,GENODEF1WSD
74065782,Raiffeisenbank Salzweg-Thyrnau,Salzweg,GENODEF1SZT
74066749,Raiffeisenbank im Südl Bayerischen Wald,Hauzenberg- Niederbay,GENODEF1HZN
74067000,Rottaler Raiffeisenbank,Pocking,GENODEF1POC
74069744,Raiffeisenbank,Grainet,GENODEF1GRT
74069752,Raiffeisenbank,Hohenau- Niederbay,GENODEF1HHU
74069758,Raiffeisenbank Kirchberg v. Wald,Tiefenbach- Kr Passau,GENODEF1TKI
74069768,Raiffeisenbank am Dreisessel,Neureichenau,GENODEF1NHD
74090000,VR-Bank Passau,Passau,GENODEF1PA1
74092400,Volksbank Vilshofen,Vilshofen an der Donau,GENODEF1VIV
74120071,UniCredit Bank - HypoVereinsbank,Deggendorf,HYVEDEMM415
74131000,TEBA Kreditbank,Landau a.d.Isar,TEKRDE71XXX
74140048,Commerzbank,Deggendorf,COBADEFFXXX
74150000,Sparkasse Deggendorf,Deggendorf,BYLADEM1DEG
74151450,Sparkasse Regen-Viechtach,Regen,BYLADEM1REG
74160025,Raiffeisenbank Deggendorf-Plattling,Deggendorf,GENODEF1DEG
74161608,Raiffeisenbank Hengersberg-Schöllnach,Hengersberg b Deggendorf,GENODEF1HBW
74164149,VR-Bank,Regen,GENODEF1RGE
74165013,Raiffeisenbank Sonnenwald,Auerbach- Niederbay,GENODEF1AUS
74180009,Commerzbank vormals Dresdner Bank,Deggendorf,DRESDEFF741
74190000,GenoBank DonauWald,Viechtach,GENODEF1DGV
74191000,VR-Bank Landau,Landau a.d.Isar,GENODEF1LND
74220075,UniCredit Bank - HypoVereinsbank,Straubing,HYVEDEMM452
74221170,UniCredit Bank - HypoVereinsbank,Cham- Oberpf,HYVEDEMM675
74240062,Commerzbank Straubing,Straubing,COBADEFFXXX
74250000,Sparkasse Niederbayern-Mitte,Straubing,BYLADEM1SRG
74251020,Sparkasse im Landkreis Cham,Cham- Oberpf,BYLADEM1CHM
74260110,Raiffeisenbank,Straubing,GENODEF1SR2
74261024,Raiffeisenbank Chamer Land,Cham- Oberpf,GENODEF1CHA
74290000,Volksbank Straubing,Straubing,GENODEF1SR1
74290100,CB Bank,Straubing,CBSRDE71XXX
74320073,UniCredit Bank - HypoVereinsbank,Landshut- Isar,HYVEDEMM433
74340077,Commerzbank,Landshut- Isar,COBADEFFXXX
74350000,Sparkasse Landshut,Landshut- Isar,BYLADEM1LAH
74351310,Sparkasse Dingolfing-Landau -alt-,Dingolfing,BYLADEM1DGF
74351430,Sparkasse Rottal-Inn,Eggenfelden,BYLADEM1EGF
74351740,Stadt- und Kreissparkasse Moosburg,Moosburg a.d.Isar,BYLADEM1MSB
74361211,Raiffeisenbank Arnstorf,Arnstorf,GENODEF1ARF
74362663,Raiffeisenbank Altdorf-Ergolding,Ergolding,GENODEF1ERG
74364689,Raiffeisenbank Pfeffenhausen-Rottenburg-Wildenberg,Pfeffenhausen,GENODEF1PFF
74366666,Raiffeisenbank Geisenhausen,Geisenhausen- Niederbay,GENODEF1GSH
74369068,Raiffeisenbank Hofkirchen-Bayerbach,Laberweinting,GENODEF1LWE
